,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
2225,38,technician,single,professional.course,no,yes,no,telephone,may,tue,94,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
2226,30,admin.,single,university.degree,no,yes,no,cellular,jun,tue,224,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,no
2227,35,technician,married,professional.course,no,no,no,cellular,jul,thu,207,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
2228,48,technician,married,professional.course,unknown,no,no,cellular,aug,thu,112,8,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
2229,29,technician,single,university.degree,no,yes,no,cellular,jun,wed,165,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes
2230,51,admin.,divorced,university.degree,no,no,no,telephone,may,mon,122,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2231,34,management,single,university.degree,no,unknown,unknown,telephone,nov,fri,114,5,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
2232,37,blue-collar,married,basic.4y,no,yes,no,cellular,may,thu,204,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
2233,32,technician,single,high.school,no,yes,no,cellular,may,thu,491,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
2234,51,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,fri,78,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
2235,38,blue-collar,married,basic.6y,no,no,no,telephone,may,tue,184,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
2236,30,admin.,single,university.degree,no,yes,no,cellular,nov,mon,711,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
2237,47,blue-collar,married,unknown,unknown,no,no,telephone,may,tue,136,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2238,46,blue-collar,married,basic.9y,no,yes,no,cellular,nov,wed,187,1,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no
2239,51,services,married,high.school,no,yes,no,cellular,aug,fri,179,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
2240,59,services,divorced,high.school,no,no,no,telephone,jun,thu,133,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
2241,36,blue-collar,married,basic.6y,no,yes,yes,cellular,may,thu,273,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
2242,40,self-employed,single,university.degree,no,no,yes,cellular,jun,wed,54,4,999,0,nonexistent,-2.9,92.963,-40.8,1.244,5076.2,no
2243,32,admin.,single,university.degree,no,yes,no,cellular,jul,thu,250,2,6,1,success,-1.7,94.215,-40.3,0.846,4991.6,no
2244,60,admin.,married,professional.course,no,yes,yes,telephone,sep,wed,61,3,999,0,nonexistent,-3.4,92.379,-29.8,0.813,5017.5,no
2245,58,retired,married,basic.4y,unknown,no,no,cellular,jul,tue,307,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
2246,28,admin.,divorced,high.school,no,no,yes,telephone,may,thu,155,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
2247,52,technician,divorced,university.degree,unknown,no,no,cellular,nov,fri,123,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
2248,38,admin.,married,high.school,no,yes,no,cellular,apr,thu,302,2,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,no
2249,32,technician,single,basic.9y,no,yes,no,telephone,may,mon,194,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
2250,44,technician,married,university.degree,no,no,no,cellular,may,mon,30,5,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
2251,38,services,married,high.school,unknown,no,no,telephone,jul,wed,304,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
2252,25,blue-collar,single,professional.course,no,yes,no,cellular,jun,tue,179,2,3,1,success,-2.9,92.963,-40.8,1.262,5076.2,yes
2253,58,admin.,married,high.school,no,no,no,cellular,aug,wed,569,13,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
2254,32,blue-collar,divorced,professional.course,no,no,no,cellular,jul,fri,261,13,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
2255,33,management,single,university.degree,no,yes,no,cellular,jul,fri,415,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes
2256,31,admin.,single,university.degree,no,no,no,cellular,nov,thu,166,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
2257,36,technician,single,professional.course,no,yes,no,telephone,may,thu,238,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
2258,29,entrepreneur,married,basic.4y,unknown,no,no,telephone,may,mon,567,3,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
2259,50,admin.,married,professional.course,no,yes,yes,cellular,jul,tue,635,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes
2260,25,technician,single,university.degree,no,yes,yes,telephone,jun,mon,35,6,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
2261,56,management,married,basic.9y,no,yes,no,telephone,jun,tue,941,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
2262,69,retired,married,university.degree,no,yes,no,cellular,sep,fri,324,8,999,0,nonexistent,-3.4,92.379,-29.8,0.773,5017.5,no
2263,31,technician,single,professional.course,no,yes,no,cellular,nov,thu,207,5,999,1,failure,-0.1,93.2,-42.0,4.076,5195.8,no
2264,35,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,33,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
2265,34,management,single,university.degree,no,no,no,cellular,jul,thu,257,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
2266,35,technician,married,professional.course,no,no,no,cellular,aug,thu,38,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
2267,47,technician,married,professional.course,no,no,no,telephone,jun,thu,223,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
2268,35,housemaid,married,basic.4y,unknown,no,yes,telephone,may,thu,205,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
2269,48,blue-collar,divorced,professional.course,no,no,no,cellular,nov,mon,564,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,yes
2270,33,services,married,basic.9y,unknown,yes,no,cellular,jul,wed,133,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
2271,56,admin.,married,high.school,unknown,no,no,cellular,jul,wed,120,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
2272,50,management,divorced,professional.course,no,no,no,telephone,may,mon,39,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2273,43,retired,married,basic.9y,unknown,no,no,telephone,jun,tue,455,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2274,50,housemaid,married,basic.4y,no,no,no,cellular,nov,tue,878,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
2275,46,technician,married,unknown,no,yes,no,cellular,aug,fri,70,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
2276,55,services,married,high.school,no,yes,no,cellular,aug,tue,392,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
2277,45,management,married,university.degree,no,yes,no,cellular,aug,wed,88,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
2278,34,management,married,basic.9y,no,no,yes,cellular,may,mon,131,2,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,no
2279,32,management,single,university.degree,no,no,no,cellular,jul,mon,173,6,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
2280,55,technician,married,university.degree,no,no,no,telephone,jun,tue,126,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
2281,50,blue-collar,married,basic.4y,unknown,no,yes,telephone,jun,tue,676,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2282,32,admin.,married,university.degree,no,yes,no,cellular,may,thu,242,3,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no
2283,41,housemaid,married,university.degree,unknown,no,no,telephone,jun,fri,235,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
2284,35,entrepreneur,married,high.school,no,no,no,telephone,may,tue,144,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2285,43,admin.,married,university.degree,no,yes,yes,cellular,aug,thu,398,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
2286,29,admin.,married,university.degree,no,yes,yes,cellular,jul,mon,425,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
2287,51,retired,married,basic.9y,unknown,yes,no,cellular,jul,fri,50,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
2288,51,blue-collar,married,unknown,no,no,no,telephone,may,fri,208,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2289,27,blue-collar,single,basic.9y,no,yes,no,cellular,may,tue,339,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
2290,31,technician,single,university.degree,no,no,no,cellular,aug,wed,118,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
2291,34,admin.,divorced,university.degree,no,no,no,cellular,nov,tue,41,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
2292,37,admin.,married,high.school,no,no,yes,cellular,apr,fri,463,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
2293,34,admin.,married,high.school,unknown,no,no,cellular,may,fri,267,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
2294,41,technician,single,university.degree,no,no,no,cellular,jul,thu,186,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
2295,48,admin.,married,university.degree,no,no,no,telephone,oct,wed,98,1,999,0,nonexistent,-0.1,93.798,-40.4,4.936,5195.8,yes
2296,35,services,divorced,university.degree,no,no,yes,cellular,jul,tue,654,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes
2297,35,technician,married,basic.9y,no,no,no,telephone,may,fri,433,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
2298,38,housemaid,married,basic.4y,no,no,no,cellular,aug,thu,231,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
2299,30,blue-collar,married,basic.9y,no,no,no,cellular,jul,mon,96,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
2300,40,services,married,unknown,unknown,yes,no,telephone,jun,mon,99,26,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
2301,36,admin.,single,university.degree,unknown,yes,no,cellular,aug,mon,159,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
2302,57,retired,married,basic.6y,no,no,no,cellular,aug,tue,222,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
2303,25,technician,single,professional.course,no,yes,no,cellular,jul,thu,783,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
2304,35,entrepreneur,divorced,university.degree,no,yes,no,cellular,jun,mon,92,2,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,no
2305,31,technician,married,university.degree,no,yes,yes,cellular,jul,mon,385,5,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes
2306,37,admin.,married,unknown,no,yes,no,telephone,may,tue,220,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2307,56,housemaid,divorced,basic.4y,unknown,no,no,telephone,jun,mon,123,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
2308,36,blue-collar,married,basic.9y,no,yes,yes,telephone,jun,tue,11,18,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2309,46,blue-collar,married,basic.9y,no,yes,no,cellular,oct,tue,65,1,999,1,failure,-3.4,92.431,-26.9,0.728,5017.5,no
2310,37,blue-collar,married,basic.9y,no,no,no,telephone,jun,fri,15,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
2311,28,technician,married,basic.9y,no,unknown,unknown,cellular,jul,mon,153,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
2312,27,admin.,single,unknown,no,yes,no,cellular,mar,mon,247,3,6,2,success,-1.8,93.369,-34.8,0.639,5008.7,yes
2313,41,blue-collar,married,basic.4y,no,yes,no,cellular,may,wed,124,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
2314,32,technician,divorced,university.degree,no,yes,yes,cellular,aug,fri,515,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
2315,51,entrepreneur,married,university.degree,no,no,no,cellular,nov,wed,87,2,999,1,failure,-0.1,93.2,-42.0,4.12,5195.8,no
2316,45,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,thu,222,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
2317,50,self-employed,married,basic.9y,no,yes,no,cellular,aug,thu,219,7,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
2318,54,management,single,basic.9y,no,yes,no,telephone,may,mon,224,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2319,42,blue-collar,divorced,basic.9y,no,no,yes,cellular,may,wed,300,5,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
2320,40,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,wed,182,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no
2321,50,blue-collar,married,professional.course,no,yes,no,cellular,aug,mon,45,8,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
2322,34,admin.,married,university.degree,no,yes,no,cellular,may,mon,304,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no
2323,55,unemployed,married,university.degree,no,yes,yes,cellular,sep,wed,585,1,999,0,nonexistent,-3.4,92.379,-29.8,0.753,5017.5,no
2324,44,blue-collar,married,basic.6y,no,no,no,cellular,aug,mon,67,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
2325,25,services,single,high.school,no,yes,no,cellular,oct,thu,260,2,999,0,nonexistent,-3.4,92.431,-26.9,0.733,5017.5,yes
2326,32,services,married,high.school,no,no,yes,telephone,may,fri,206,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
2327,56,blue-collar,married,basic.4y,unknown,no,no,telephone,may,fri,1097,15,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,yes
2328,23,blue-collar,single,basic.9y,no,yes,no,cellular,may,mon,657,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1,yes
2329,30,blue-collar,single,basic.9y,no,yes,no,cellular,may,thu,623,1,10,1,success,-1.8,92.893,-46.2,1.327,5099.1,yes
2330,34,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,139,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
2331,73,retired,married,basic.4y,no,yes,no,cellular,aug,fri,305,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,no
2332,52,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,fri,80,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
2333,42,services,married,high.school,unknown,yes,no,cellular,jul,mon,136,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
2334,43,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,157,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
2335,31,admin.,married,university.degree,no,yes,no,telephone,nov,mon,44,1,999,0,nonexistent,-0.1,93.2,-42.0,4.733,5195.8,no
2336,36,technician,divorced,professional.course,no,no,no,cellular,jul,mon,319,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
2337,53,admin.,divorced,university.degree,no,yes,no,cellular,nov,fri,551,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
2338,55,services,married,high.school,no,no,yes,cellular,jul,thu,371,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
2339,36,technician,married,professional.course,no,no,no,cellular,aug,mon,168,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
2340,36,entrepreneur,married,basic.9y,no,yes,no,cellular,may,fri,251,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
2341,29,management,single,university.degree,no,no,no,cellular,apr,mon,190,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
2342,38,technician,single,high.school,no,no,no,telephone,jun,wed,118,1,999,0,nonexistent,-1.7,94.055,-39.8,0.715,4991.6,no
2343,33,admin.,single,university.degree,no,yes,no,cellular,apr,mon,143,1,999,0,nonexistent,-1.8,93.749,-34.6,0.642,5008.7,no
2344,51,admin.,married,university.degree,no,yes,no,telephone,may,wed,223,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
2345,44,blue-collar,married,basic.9y,unknown,no,no,telephone,may,wed,103,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
2346,28,self-employed,married,professional.course,no,yes,no,telephone,may,wed,119,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2347,53,housemaid,married,basic.4y,unknown,no,no,cellular,jul,tue,165,20,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
2348,26,blue-collar,married,basic.9y,no,no,no,cellular,may,fri,136,3,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
2349,37,technician,married,professional.course,unknown,yes,no,telephone,may,fri,200,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
2350,52,technician,married,professional.course,no,no,no,cellular,jul,thu,71,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
2351,42,technician,single,professional.course,no,yes,no,cellular,nov,fri,91,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
2352,42,retired,married,professional.course,unknown,yes,no,telephone,jun,wed,142,17,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
2353,45,technician,married,professional.course,no,no,no,telephone,nov,thu,35,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
2354,30,admin.,married,university.degree,no,no,no,cellular,aug,mon,514,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
2355,36,technician,married,university.degree,no,no,no,telephone,may,tue,309,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
2356,33,technician,married,high.school,no,yes,no,cellular,aug,thu,115,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
2357,36,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,395,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
2358,34,technician,married,university.degree,no,no,no,telephone,jun,fri,191,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
2359,58,technician,married,basic.4y,no,no,yes,cellular,oct,wed,867,2,4,2,success,-3.4,92.431,-26.9,0.74,5017.5,no
2360,48,admin.,married,high.school,no,no,no,cellular,aug,thu,663,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,yes
2361,37,technician,single,university.degree,no,yes,no,telephone,may,tue,291,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2362,33,housemaid,married,high.school,no,unknown,unknown,telephone,jun,wed,154,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
2363,41,services,married,unknown,no,no,no,cellular,nov,fri,64,5,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
2364,25,student,single,university.degree,no,no,no,cellular,aug,thu,75,1,999,0,nonexistent,-2.9,92.201,-31.4,0.851,5076.2,no
2365,36,entrepreneur,married,basic.9y,no,no,no,cellular,apr,fri,299,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
2366,32,technician,single,professional.course,no,no,no,cellular,aug,wed,103,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
2367,33,management,single,university.degree,no,unknown,unknown,cellular,jun,tue,73,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,no
2368,31,housemaid,single,high.school,no,yes,yes,cellular,jul,wed,61,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
2369,26,student,single,high.school,no,no,no,telephone,may,wed,29,4,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
2370,35,admin.,married,high.school,no,yes,no,telephone,may,fri,259,9,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
2371,47,admin.,married,basic.9y,no,yes,no,cellular,jul,mon,461,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
2372,44,management,married,basic.6y,no,yes,yes,cellular,apr,wed,154,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,no
2373,28,admin.,married,high.school,no,no,no,telephone,jun,tue,98,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
2374,33,technician,single,professional.course,no,yes,no,cellular,aug,fri,141,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
2375,50,management,married,university.degree,no,yes,no,cellular,oct,thu,305,2,4,1,success,-3.4,92.431,-26.9,0.754,5017.5,yes
2376,53,blue-collar,married,basic.9y,no,no,no,telephone,jul,thu,183,2,999,0,nonexistent,1.4,93.918,-42.7,4.966,5228.1,no
2377,49,blue-collar,married,basic.4y,no,yes,no,cellular,sep,tue,133,2,999,0,nonexistent,-3.4,92.379,-29.8,0.77,5017.5,no
2378,40,technician,married,professional.course,no,yes,no,cellular,aug,tue,109,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
2379,58,management,married,university.degree,no,no,no,cellular,aug,tue,412,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,yes
2380,58,blue-collar,married,basic.9y,no,yes,no,cellular,oct,tue,164,1,999,1,failure,-3.4,92.431,-26.9,0.737,5017.5,no
2381,23,admin.,single,high.school,no,yes,no,cellular,may,thu,337,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
2382,32,admin.,single,basic.9y,no,no,no,cellular,jul,thu,330,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
2383,27,blue-collar,single,basic.4y,unknown,yes,no,telephone,jul,thu,160,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
2384,41,self-employed,divorced,university.degree,no,no,yes,cellular,jul,thu,52,6,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
2385,49,blue-collar,married,basic.9y,unknown,no,yes,telephone,may,wed,554,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
2386,48,services,single,high.school,unknown,no,yes,telephone,jun,tue,246,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
2387,28,admin.,single,high.school,no,yes,no,cellular,mar,thu,131,4,999,0,nonexistent,-1.8,92.843,-50.0,1.538,5099.1,no
2388,40,services,married,high.school,unknown,yes,no,telephone,may,wed,248,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
